Relative Time	Area	Annotations
00:00:56	-0.822365	
00:01:56	-0.813173	
00:02:56	-0.805017	
00:03:56	-0.337754	tempo 
00:04:56	-0.329549	
00:05:56	-0.320996	
00:06:56	-0.333886	
00:07:56	-0.315022	
00:08:56	-0.316691	
00:09:56	-0.322171	
00:10:56	-0.316614	
00:11:55	-0.318456	
00:12:56	-0.321157	
00:13:56	-0.333311	
00:14:56	-0.315736	
00:15:56	-0.316436	
00:16:56	-0.318142	
00:17:56	-0.320853	
00:18:56	-0.325296	
00:19:56	-0.306591	
00:20:56	-0.315622	
00:21:56	-0.310964	
00:22:56	-0.310844	
00:23:56	-0.313645	
00:24:56	-0.313868	
00:25:56	-0.31414	
00:26:56	-0.3111	
00:27:56	-0.310294	
00:28:56	-0.313985	
00:29:56	-0.315119	
00:30:56	-0.322633	
00:31:56	-0.308976	
00:32:56	-0.320508	
00:33:56	-0.306767	
00:34:56	-0.314183	
00:35:56	-0.3138	
00:36:56	-0.309891	
00:37:56	-0.303367	
00:38:56	-0.3094	
00:39:56	-0.305289	
00:40:55	-0.308311	
00:41:56	-0.303492	
00:42:56	-0.310088	
00:43:56	-0.303788	
00:44:56	-0.305172	
00:45:55	-0.30987	
00:46:55	-0.299308	
00:47:56	-0.306568	
00:48:56	-0.306114	
00:49:56	-0.313545	
00:50:56	-0.30398	
00:51:56	-0.314182	
00:52:56	-0.294262	
00:53:56	-0.299607	
00:54:56	-0.294605	
00:55:56	-0.306837	
00:56:56	-0.297429	
00:57:56	-0.296854	
00:58:56	-0.307443	
00:59:56	-0.297551	
01:00:56	-0.294326	
01:01:56	-0.301788	
01:02:57	-0.298858	
01:03:56	-0.293346	
01:04:56	-0.291531	
01:05:56	-0.301273	
01:06:56	-0.298388	
01:07:56	-0.29807	
01:08:56	-0.305365	
01:09:56	-0.298834	
01:10:56	-0.296487	
01:11:56	-0.295968	
01:12:56	-0.29672	
01:13:56	-0.290387	
01:14:56	-0.298213	
01:15:56	-0.293809	
01:16:56	-0.298002	
01:17:56	-0.296009	
01:18:56	-0.289757	
01:19:56	-0.286109	
01:20:56	-0.292499	
01:21:56	-0.292356	
01:22:56	-0.287438	
01:23:56	-0.286449	
01:24:56	-0.286827	
01:25:56	-0.283372	
01:26:56	-0.283555	
01:27:56	-0.290888	
01:28:56	-0.285095	
01:29:56	-0.288107	
01:30:56	-0.287428	
01:31:56	-0.286729	
01:32:56	-0.285949	
01:33:56	-0.283472	
01:34:56	-0.281324	
01:35:56	-0.292372	
01:36:56	-0.278687	
01:37:56	-0.275047	
01:38:56	-0.282517	
01:39:56	-0.276921	
01:40:56	-0.2849	
01:41:56	-0.276889	
01:42:56	-0.285781	
01:43:56	-0.281803	
01:44:56	-0.279359	
01:45:56	-0.284318	
01:46:56	-0.279251	
01:47:57	-0.278905	
01:48:55	-0.269997	
01:49:56	-0.275615	
01:50:55	-0.27625	
01:51:56	-0.273703	
01:52:56	-0.278845	
01:53:55	-0.273826	
01:54:56	-0.271263	
01:55:56	-0.287268	
01:56:56	-0.26639	
01:57:56	-0.273153	
01:58:56	-0.285051	
01:59:56	-0.269714	
02:00:56	-0.268183	
02:01:56	-0.276942	
02:02:56	-0.274824	
02:03:56	-0.275333	
02:04:56	-0.281256	
02:05:56	-0.271224	
02:06:56	-0.273074	
02:07:56	-0.275162	
02:08:56	-0.268267	
02:09:56	-0.268428	
02:10:56	-0.267705	
02:11:56	-0.267801	
02:12:56	-0.272337	
02:13:56	-0.264281	
02:14:56	-0.274693	
02:15:56	-0.270539	
02:16:56	-0.273314	
02:17:56	-0.268087	
02:18:56	-0.267573	
02:19:56	-0.270332	
02:20:56	-0.264346	
02:21:56	-0.26657	
02:22:56	-0.26545	
02:23:56	-0.272934	
02:24:56	-0.2643	
02:25:56	-0.27109	
02:26:56	-0.266853	
02:27:56	-0.260503	
02:28:56	-0.264475	
02:29:56	-0.259423	
02:30:56	-0.261133	
02:31:56	-0.259576	
02:32:56	-0.268517	
02:33:56	-0.263016	
02:34:56	-0.274148	
02:35:56	-0.25556	
02:36:56	-0.256701	
02:37:56	-0.252343	
02:38:56	-0.255601	
02:39:57	-0.257748	
02:40:55	-0.261162	
02:41:56	-0.265311	
02:42:56	-0.264769	
02:43:56	-0.264091	
02:44:56	-0.264333	
02:45:56	-0.257316	
02:46:56	-0.253643	
02:47:56	-0.255237	
02:48:56	-0.252248	
02:49:56	-0.256545	
02:50:56	-0.256507	
02:51:55	-0.251038	
02:52:56	-0.254531	
