Relative Time	Area	Annotations
00:00:55	0.0658011	
00:01:56	0.0889359	
00:02:56	0.0851623	
00:03:56	0.0832139	
00:04:56	0.0911145	tempo 
00:05:56	0.0850938	
00:06:56	0.0842436	
00:07:56	0.085746	
00:08:56	0.0947737	
00:09:56	0.0896287	
00:10:56	0.0978332	
00:11:56	0.107127	
00:12:57	0.100149	
00:13:55	0.106546	
00:14:56	0.107199	
00:15:56	0.110451	
00:16:56	0.113949	
00:17:56	0.118573	
00:18:56	0.124092	
00:19:56	0.116733	
00:20:56	0.121131	
00:21:56	0.131074	
00:22:56	0.136453	
00:23:56	0.135111	
00:24:57	0.142221	
00:25:56	0.143994	
00:26:56	0.151651	
00:27:56	0.14933	
00:28:56	0.148131	
00:29:56	0.160714	
00:30:56	0.172308	
00:31:56	0.170376	
00:32:56	0.171431	Sample 33 acquired at 00:32:56 
00:33:56	0.169381	
00:34:56	0.177747	
00:35:56	0.182387	
00:36:56	0.183781	30 mins 
00:37:56	0.195728	
00:38:56	0.184264	
00:39:56	0.198734	
00:40:56	0.197633	
00:41:56	0.201622	
00:42:56	0.199836	
00:43:56	0.210718	
00:44:56	0.20855	
00:45:56	0.215561	
00:46:56	0.220529	
00:47:56	0.214892	
00:48:56	0.222846	
00:49:56	0.225586	
00:50:57	0.225019	
00:51:55	0.244531	
00:52:56	0.236821	
00:53:56	0.245385	
00:54:56	0.241676	
00:55:56	0.246166	
00:56:56	0.248812	
00:57:56	0.261018	
00:58:56	0.257838	
00:59:56	0.265867	
01:00:56	0.261491	
01:01:56	0.273319	58 
01:02:56	0.271517	
01:03:56	0.278152	
01:04:56	0.27217	
01:05:56	0.282149	
01:06:56	0.287606	
01:07:56	0.286715	
01:08:56	0.289779	
01:09:56	0.288817	
01:10:56	0.295347	
01:11:56	0.30424	
01:12:56	0.302918	
01:13:56	0.312326	
01:14:56	0.31098	
01:15:56	0.308631	
01:16:56	0.318327	
01:17:56	0.313217	
01:18:56	0.325097	
01:19:56	0.326659	
01:20:56	0.327549	
01:21:56	0.327844	
01:22:56	0.331449	
01:23:56	0.33366	
01:24:56	0.343367	
01:25:55	0.339621	
01:26:56	0.351966	
01:27:56	0.344985	
01:28:56	0.347405	
01:29:56	0.345133	
01:30:56	0.352923	
01:31:56	0.356921	
01:32:56	0.363357	
01:33:56	0.359204	
01:34:56	0.360885	
01:35:56	0.366579	
01:36:56	0.367739	
01:37:56	0.376757	
01:38:56	0.371377	
01:39:56	0.375571	
01:40:56	0.373397	95 
01:41:56	0.381568	
01:42:56	0.379075	
01:43:56	0.386623	
01:44:56	0.385672	
01:45:56	0.392301	
01:46:56	0.393235	
01:47:56	0.392617	
01:48:56	0.39425	
01:49:56	0.403241	
01:50:56	0.399486	
01:51:56	0.407648	
01:52:56	0.397946	
01:53:56	0.407046	
01:54:56	0.405156	
01:55:56	0.408039	
01:56:56	0.417305	
01:57:56	0.41046	
01:58:56	0.410987	
01:59:57	0.408678	
02:00:55	0.420775	
02:01:56	0.416023	
