Relative Time	Area	Annotations
00:00:55	0.0894996	
00:01:55	0.103548	
00:02:55	0.119059	tempo 
00:03:55	0.160501	
00:04:55	0.158977	
00:05:55	0.160703	
00:06:55	0.159075	
00:07:55	0.170326	
00:08:55	0.165968	
00:09:55	0.173122	
00:10:55	0.176563	
00:11:55	0.177796	
00:12:55	0.177784	
00:13:55	0.187294	
00:14:55	0.186316	
00:15:55	0.178751	
00:16:55	0.192528	
00:17:55	0.192719	
00:18:55	0.199712	
00:19:55	0.199592	
00:20:56	0.189736	
00:21:55	0.204387	
00:22:55	0.207496	
00:23:55	0.211761	
00:24:55	0.212667	
00:25:55	0.209002	
00:26:55	0.216405	
00:27:55	0.218263	
00:28:55	0.231304	
00:29:55	0.214516	
00:30:55	0.213751	
00:31:55	0.230142	
00:32:55	0.223479	
00:33:55	0.235309	
00:34:55	0.242366	
00:35:55	0.242698	
00:36:55	0.246888	
00:37:55	0.247567	
00:38:55	0.25122	
00:39:55	0.248212	
00:40:55	0.249062	
00:41:55	0.252354	
00:42:55	0.255464	
00:43:55	0.251834	
00:44:55	0.257037	
00:45:55	0.254178	
00:46:55	0.258884	
00:47:55	0.254428	
00:48:55	0.264937	
00:49:55	0.265023	
00:50:55	0.267383	
00:51:55	0.273772	
00:52:55	0.272892	
00:53:55	0.270711	
00:54:55	0.276252	
00:55:55	0.280716	
00:56:55	0.275909	
00:57:55	0.283701	
00:58:55	0.284462	
00:59:55	0.278848	
01:00:55	0.282453	
01:01:55	0.281487	
01:02:55	0.285824	
01:03:55	0.288307	
01:04:55	0.283476	
01:05:55	0.283977	
01:06:55	0.284011	
01:07:55	0.292439	
01:08:55	0.290622	
01:09:55	0.295707	
01:10:55	0.296338	
01:11:55	0.285872	
01:12:55	0.295338	
01:13:55	0.301247	
01:14:55	0.295926	
01:15:54	0.298473	
01:16:54	0.296871	
01:17:55	0.293892	
01:18:55	0.299382	
01:19:55	0.300837	
01:20:55	0.302855	
01:21:55	0.311046	
01:22:55	0.3017	
01:23:55	0.294912	
01:24:55	0.302841	
01:25:55	0.299073	
01:26:55	0.308032	
01:27:55	0.297915	
01:28:56	0.300427	
01:29:55	0.296576	
01:30:55	0.302736	
01:31:55	0.30737	
01:32:55	0.312787	
01:33:55	0.303953	
01:34:55	0.309777	
01:35:55	0.312116	
01:36:55	0.310493	
01:37:55	0.309272	
01:38:55	0.308442	
01:39:55	0.310523	
01:40:55	0.311655	
01:41:55	0.316634	
