Relative Time	Area	Annotations
00:00:55	-0.0515075	
00:01:56	-0.0580043	
00:02:54	-0.0474294	
00:03:55	-0.0174748	tempo 
00:04:55	0.0415539	
00:05:55	0.0357836	
00:06:55	0.0374171	
00:07:55	0.0448033	
00:08:55	0.0467272	
00:09:55	0.0477171	
00:10:55	0.0436621	
00:11:55	0.0391726	
00:12:55	0.0465969	
00:13:55	0.0509345	
00:14:55	0.0548127	
00:15:55	0.0598159	
00:16:56	0.0606733	
00:17:55	0.0614686	
00:18:54	0.061308	
00:19:56	0.0584184	
00:20:55	0.0675329	
00:21:55	0.076725	
00:22:55	0.0680172	
00:23:55	0.0747729	
00:24:55	0.080724	
00:25:55	0.08077	
00:26:55	0.0860445	
00:27:55	0.0865724	
00:28:56	0.0811136	
00:29:55	0.0886932	
00:30:55	0.0997011	
00:31:55	0.088246	
00:32:55	0.0938587	
00:33:55	0.103513	
00:34:55	0.108956	
00:35:55	0.107595	
00:36:55	0.104031	
00:37:55	0.108063	
00:38:55	0.110779	
00:39:55	0.111958	
00:40:55	0.115722	
00:41:55	0.113223	
00:42:55	0.124447	
00:43:55	0.122935	
00:44:55	0.127822	
00:45:55	0.130907	
00:46:55	0.132003	
00:47:55	0.131925	
00:48:55	0.127748	
00:49:55	0.130031	
00:50:55	0.144155	
00:51:55	0.148206	
00:52:55	0.146608	
00:53:55	0.149468	
00:54:55	0.149317	
00:55:55	0.162745	
00:56:55	0.162933	
00:57:55	0.15392	
00:58:55	0.155466	
00:59:56	0.167651	
01:00:54	0.160783	
01:01:56	0.171062	
01:02:55	0.171365	
01:03:55	0.177295	
01:04:55	0.175591	
01:05:55	0.173184	
01:06:55	0.191014	
01:07:55	0.174651	
01:08:55	0.18936	
01:09:55	0.18103	
01:10:55	0.194719	
01:11:55	0.187545	
01:12:56	0.188762	
01:13:55	0.200425	
01:14:55	0.198102	
01:15:55	0.201288	
01:16:55	0.199096	
01:17:55	0.20268	
01:18:55	0.206659	
01:19:56	0.211048	
01:20:54	0.211923	
01:21:55	0.209498	
01:22:55	0.213324	
01:23:55	0.221512	
01:24:55	0.223738	
01:25:56	0.220256	
01:26:55	0.222514	
01:27:55	0.232242	
01:28:55	0.229716	
01:29:55	0.233581	
01:30:55	0.223609	
01:31:55	0.231211	
01:32:55	0.237672	
01:33:55	0.235165	
01:34:55	0.233853	
01:35:55	0.240457	
01:36:55	0.244634	
01:37:55	0.247984	
01:38:56	0.244767	
01:39:55	0.251159	
01:40:55	0.252782	
01:41:55	0.248259	
01:42:55	0.258289	
01:43:55	0.254792	
01:44:56	0.25488	
01:45:55	0.264021	
01:46:55	0.258359	
01:47:55	0.263164	
01:48:55	0.263182	
01:49:55	0.271284	
01:50:55	0.258665	
01:51:55	0.269368	
01:52:55	0.270619	
01:53:55	0.2718	
01:54:55	0.278674	
01:55:55	0.269177	
01:56:55	0.281714	
01:57:55	0.276338	
01:58:55	0.277864	
01:59:55	0.276122	
02:00:55	0.278772	
02:01:56	0.283243	
02:02:55	0.290409	
02:03:55	0.277993	
02:04:55	0.292053	
02:05:55	0.284215	
02:06:55	0.286554	
02:07:55	0.28988	
02:08:56	0.293227	
02:09:54	0.294614	
02:10:55	0.293236	
02:11:55	0.294778	
02:12:55	0.300124	
02:13:55	0.298021	
02:14:55	0.306947	
02:15:55	0.3008	
02:16:55	0.304545	
02:17:56	0.301939	
02:18:54	0.307326	
02:19:54	0.307086	
02:20:55	0.303547	
02:21:55	0.31323	
02:22:56	0.308531	
02:23:55	0.318412	
02:24:55	0.308793	
02:25:55	0.312858	
02:26:55	0.318986	
