Relative Time	Area	Annotations
00:00:56	-0.276493	
00:01:57	-0.302203	
00:02:56	-0.296874	
00:03:56	-0.283997	
00:04:56	-0.0997536	
00:05:56	-0.111828	tempo 
00:06:56	-0.113518	
00:07:56	-0.110189	
00:08:56	-0.107043	
00:09:56	-0.093158	
00:10:56	-0.102903	
00:11:56	-0.0943776	
00:12:56	-0.0970179	
00:13:56	-0.0912627	
00:14:56	-0.0679845	
00:15:56	-0.0741931	
00:16:56	-0.0715601	
00:17:56	-0.0448014	
00:18:57	-0.0466822	
00:19:56	-0.0455022	
00:20:56	-0.0388089	
00:21:56	-0.0307064	
00:22:55	-0.0317773	
00:23:56	-0.0165265	
00:24:57	-0.0120605	
00:25:56	-0.0115943	
00:26:56	0.00256126	
00:27:56	-0.00553021	
00:28:56	-0.00138706	
00:29:56	0.0017721	
00:30:56	0.0209604	
00:31:56	0.0253554	
00:32:56	0.0240343	
00:33:56	0.0509968	
00:34:56	0.0426869	
00:35:56	0.0484212	
00:36:56	0.0588069	
00:37:56	0.06135	
00:38:56	0.0780013	
00:39:56	0.0753804	
00:40:56	0.072461	
00:41:56	0.0852084	
00:42:56	0.0892633	
00:43:56	0.085151	
00:44:56	0.0874421	
00:45:57	0.095104	
00:46:56	0.112232	
00:47:56	0.118463	
00:48:56	0.118007	
00:49:56	0.118898	
00:50:56	0.122933	
00:51:56	0.119231	
00:52:56	0.127826	
00:53:56	0.130787	
00:54:56	0.132384	
00:55:56	0.143976	
00:56:56	0.142791	
00:57:56	0.153422	
00:58:56	0.161839	
00:59:56	0.157762	
01:00:56	0.182836	
01:01:56	0.175846	
01:02:56	0.170825	
01:03:56	0.17604	
01:04:56	0.177942	
01:05:56	0.184932	
01:06:56	0.180864	
01:07:56	0.186956	
01:08:56	0.188534	
01:09:56	0.190767	
01:10:56	0.200107	
01:11:56	0.203472	
01:12:56	0.201179	
01:13:56	0.207179	
01:14:56	0.203259	
01:15:56	0.21307	
01:16:56	0.214185	
01:17:56	0.212381	
01:18:56	0.213455	
01:19:57	0.225581	
01:20:55	0.222943	
01:21:56	0.212615	
01:22:56	0.230541	
01:23:56	0.231302	
01:24:56	0.234721	
01:25:56	0.236091	
01:26:56	0.244591	
01:27:56	0.235793	
01:28:56	0.239333	
01:29:56	0.237316	
01:30:56	0.237839	
01:31:56	0.250808	
01:32:56	0.24939	
01:33:56	0.23962	
01:34:56	0.2445	
01:35:56	0.249071	
01:36:56	0.260099	
01:37:56	0.250071	
01:38:56	0.256485	
01:39:56	0.252367	
01:40:56	0.251862	
01:41:56	0.257505	
01:42:56	0.258673	
01:43:56	0.265306	
01:44:56	0.261938	
01:45:57	0.26071	
01:46:55	0.263747	
01:47:56	0.262526	
01:48:56	0.271399	
01:49:56	0.275509	
01:50:56	0.272261	
01:51:56	0.273381	
01:52:56	0.27732	
01:53:57	0.275128	
01:54:56	0.281467	
01:55:56	0.289552	
01:56:56	0.287135	
01:57:56	0.278577	
01:58:56	0.28689	
01:59:56	0.282757	
02:00:56	0.288064	
02:01:56	0.281918	
02:02:55	0.286859	
02:03:56	0.292674	
02:04:56	0.281621	
02:05:56	0.29589	
02:06:56	0.303316	
02:07:56	0.288515	
02:08:56	0.288466	
02:09:56	0.301343	
02:10:56	0.292663	
02:11:56	0.29317	
02:12:56	0.300313	
02:13:56	0.287437	
02:14:56	0.29957	
02:15:56	0.294767	
02:16:56	0.295445	
02:17:56	0.300384	
02:18:56	0.29191	
02:19:56	0.289377	
02:20:56	0.302404	
02:21:57	0.312169	
02:22:56	0.301072	
