Relative Time	Area	Annotations
00:00:55	0.0916352	
00:01:55	0.129782	
00:02:55	0.129709	
00:03:55	0.133087	
00:04:55	0.130402	
00:05:55	0.133758	tempo 
00:06:55	0.129923	
00:07:55	0.134768	
00:08:55	0.137185	
00:09:55	0.145766	
00:10:55	0.146107	
00:11:54	0.145288	
00:12:54	0.151991	
00:13:55	0.154816	
00:14:55	0.158537	
00:15:56	0.155835	
00:16:55	0.168542	
00:17:55	0.167373	
00:18:55	0.167369	
00:19:55	0.175922	
00:20:55	0.176482	
00:21:55	0.185128	
00:22:55	0.180878	
00:23:55	0.188459	
00:24:55	0.195658	
00:25:55	0.193835	
00:26:55	0.199795	
00:27:56	0.201551	
00:28:55	0.212338	
00:29:55	0.208	
00:30:55	0.210863	
00:31:55	0.217414	
00:32:55	0.222315	
00:33:55	0.22499	
00:34:55	0.228518	
00:35:55	0.229075	
00:36:55	0.229462	
00:37:55	0.234635	
00:38:55	0.232338	
00:39:55	0.242034	
00:40:55	0.2436	Sample 41 acquired at 00:40:55 
00:41:54	0.248262	
00:42:55	0.250609	
00:43:55	0.250293	
00:44:55	0.254492	
00:45:56	0.261787	
00:46:55	0.260261	
00:47:55	0.255632	
00:48:55	0.26923	
00:49:55	0.27022	
00:50:55	0.274421	
00:51:55	0.266865	
00:52:55	0.274679	
00:53:55	0.277931	
00:54:55	0.278513	
00:55:55	0.28509	
00:56:55	0.285686	
00:57:55	0.285732	
00:58:55	0.291086	
00:59:55	0.289264	
01:00:55	0.292047	
01:01:55	0.296531	
01:02:55	0.295459	
01:03:55	0.295392	
01:04:55	0.305891	
01:05:55	0.304385	
01:06:55	0.307043	
01:07:55	0.306731	
01:08:55	0.30761	
01:09:55	0.307532	
01:10:55	0.312511	
01:11:55	0.317045	
01:12:55	0.316197	
01:13:55	0.319563	
01:14:55	0.323091	
01:15:56	0.322215	
01:16:55	0.324382	
01:17:55	0.325321	
01:18:55	0.326374	
01:19:56	0.324204	
01:20:53	0.329869	
01:21:55	0.333694	
01:22:55	0.33642	
01:23:55	0.335727	
01:24:55	0.336681	
01:25:55	0.339177	
01:26:55	0.337511	
01:27:55	0.338933	
01:28:55	0.343556	
01:29:55	0.348858	
01:30:55	0.349542	
01:31:55	0.347542	
01:32:55	0.351053	
01:33:55	0.35513	
01:34:55	0.358419	
01:35:55	0.353946	
01:36:55	0.354611	
01:37:55	0.352248	
01:38:55	0.36104	
01:39:55	0.355967	
01:40:55	0.359346	
01:41:55	0.357525	
01:42:55	0.360797	
01:43:55	0.365423	
01:44:55	0.361442	
01:45:55	0.363009	
