Relative Time	Area	Annotations
00:00:56	0.0670854	
00:01:56	0.132979	
00:02:56	0.134766	
00:03:56	0.129393	tempo 
00:04:56	0.131086	
00:05:56	0.131677	
00:06:56	0.144167	
00:07:56	0.139948	
00:08:56	0.163405	
00:09:56	0.152671	
00:10:56	0.178091	
00:11:56	0.179029	
00:12:56	0.194677	
00:13:56	0.202556	
00:14:56	0.203106	
00:15:56	0.20054	
00:16:56	0.20713	
00:17:56	0.212355	
00:18:56	0.222868	
00:19:56	0.220889	
00:20:56	0.235187	
00:21:56	0.23126	
00:22:56	0.244326	
00:23:56	0.246618	
00:24:56	0.247866	
00:25:56	0.258301	
00:26:56	0.252357	
00:27:56	0.262257	
00:28:56	0.269708	
00:29:56	0.271467	
00:30:56	0.277283	
00:31:56	0.274233	
00:32:56	0.276119	
00:33:56	0.284477	
00:34:56	0.288799	
00:35:56	0.297887	
00:36:56	0.297308	
00:37:56	0.29992	
00:38:56	0.296474	
00:39:56	0.304544	
00:40:56	0.305221	
00:41:56	0.305967	
00:42:56	0.307804	
00:43:56	0.308575	
00:44:56	0.310718	
00:45:55	0.315435	
00:46:56	0.307069	
00:47:56	0.312868	
00:48:56	0.320508	
00:49:56	0.317444	
00:50:56	0.325345	
00:51:56	0.320278	
00:52:56	0.32635	
00:53:56	0.318953	
00:54:56	0.327906	
00:55:56	0.332066	
00:56:56	0.330355	
00:57:56	0.331792	
00:58:56	0.331652	
00:59:56	0.332088	
01:00:56	0.33134	
01:01:56	0.335141	
01:02:56	0.330837	
01:03:55	0.329184	
01:04:55	0.335709	
01:05:56	0.336816	
01:06:56	0.339331	
01:07:56	0.336351	
01:08:56	0.337026	
01:09:56	0.334812	
01:10:56	0.342495	
01:11:56	0.332739	
01:12:56	0.334278	
01:13:56	0.339696	
01:14:56	0.335414	
01:15:56	0.336255	
01:16:56	0.342117	
01:17:56	0.32573	
01:18:56	0.341696	
01:19:56	0.340128	
01:20:56	0.336993	
01:21:55	0.343125	
01:22:56	0.337337	
01:23:56	0.3392	
01:24:56	0.336128	
01:25:56	0.337837	
01:26:56	0.342877	
01:27:56	0.344587	
01:28:56	0.344116	
01:29:56	0.344039	
01:30:55	0.338462	
01:31:56	0.342596	
01:32:56	0.343101	
01:33:56	0.335785	
01:34:56	0.338016	
01:35:56	0.34044	
01:36:56	0.342476	
01:37:56	0.339365	
01:38:56	0.348351	
01:39:56	0.341545	
01:40:56	0.340405	
01:41:56	0.33796	
01:42:56	0.339802	
01:43:56	0.345254	
01:44:57	0.340366	
01:45:56	0.332554	
01:46:56	0.341132	
01:47:56	0.346175	
01:48:56	0.339086	
01:49:56	0.345826	
01:50:56	0.341735	
01:51:56	0.337752	
01:52:56	0.331871	
01:53:56	0.34535	
01:54:56	0.341807	
01:55:56	0.338555	
01:56:56	0.342089	
01:57:56	0.337163	
01:58:56	0.347316	
01:59:56	0.346172	
02:00:56	0.337349	
02:01:56	0.341004	
02:02:56	0.341453	
