Relative Time	Peak at 764 cm-1	Annotations
02:58:12	0.134287	
02:59:12	0.132593	
03:00:11	0.134042	
03:01:12	0.132595	
03:02:11	0.134366	Sample 180 acquired at 03:02:11 
03:03:11	0.133281	
03:04:12	0.13381	
03:05:11	0.132929	
03:06:11	0.134277	
03:07:11	0.133758	
03:08:11	0.13353	
03:09:11	0.132479	
03:10:12	0.134431	
03:11:10	0.132924	
03:12:11	0.132636	
03:13:11	0.134196	
03:14:11	0.133383	
03:15:11	0.132619	
03:16:11	0.131814	
03:17:11	0.134183	
03:18:12	0.132637	
03:19:10	0.134258	
03:20:11	0.134054	
03:21:11	0.132823	
03:22:11	0.133908	
03:23:11	0.132928	
03:24:11	0.132749	
03:25:11	0.134329	
03:26:11	0.133246	
03:27:11	0.132999	
03:28:11	0.132698	
03:29:11	0.133399	
03:30:11	0.135017	
03:31:11	0.13359	
03:32:11	0.13361	
03:33:11	0.13147	
03:34:11	0.132687	
03:35:11	0.133444	
03:36:11	0.134221	
03:37:11	0.133512	
03:38:12	0.133021	
03:39:11	0.133524	
03:40:11	0.134444	
03:41:11	0.135687	
03:42:11	0.135878	
03:43:11	0.13293	
03:44:11	0.133908	
03:45:12	0.13472	
03:46:10	0.133118	
03:47:11	0.134413	
03:48:11	0.135115	
03:49:11	0.134489	
03:50:11	0.136452	
03:51:11	0.135604	
03:52:11	0.133064	
03:53:11	0.135898	
03:54:11	0.134799	
03:55:11	0.135402	
03:56:11	0.136083	
03:57:11	0.134331	
03:58:11	0.133998	
03:59:11	0.133969	
04:00:11	0.135289	
04:01:11	0.134641	
04:02:11	0.135661	
04:03:11	0.134317	
04:04:11	0.133981	
04:05:11	0.135215	
04:06:11	0.135179	
04:07:11	0.13345	
04:08:11	0.133462	
04:09:11	0.133237	
04:10:11	0.134311	
04:11:11	0.135237	
04:12:11	0.134619	
04:13:11	0.134393	
04:14:11	0.13463	
04:15:11	0.13674	
04:16:11	0.134525	
04:17:11	0.134021	
04:18:11	0.134262	
04:19:11	0.135041	
04:20:11	0.133495	
04:21:11	0.13404	
04:22:11	0.132436	
04:23:11	0.134687	
